Date,SPY_3M_Return,SPY_6M_Return,SPY_12M_Return,QQQ_3M_Return,IEF_3M_Return,TLT_3M_Return,GLD_3M_Return,DBC_3M_Return,Equity_Bond_3M_Spread,Commodity_Equity_3M_Spread,SPY_3M_Volatility,QQQ_3M_Volatility,Basket_3M_Volatility,SPY_TLT_3M_Correlation,SPY_Drawdown,Regime
2007-12-31,-0.036662652179697,-0.018258985576270814,0.05146265526764959,-0.0026572654140847307,0.05221264685671656,0.06591271363133533,0.12175209751260563,0.1505532346192322,-0.08887529903641356,0.1872158867989292,0.19835494794183295,0.2415100095934307,0.15983961145108067,-0.6497445212363526,-0.0495571883957604,2
2008-01-31,-0.10702225654796549,-0.047802741763446344,-0.02674782208794957,-0.17904688381023548,0.07593598322690154,0.06884094230030291,0.1625540362862996,0.09130660618592001,-0.18295823977486703,0.1983288627338855,0.2235557997900793,0.2689288018517413,0.16853919877584747,-0.571260812061401,-0.10702225654796549,2
2008-02-29,-0.09504736345544074,-0.08416243970374293,-0.032928034178083765,-0.1620587801145955,0.0468967700445766,0.009930830542626667,0.24392137460929209,0.22053961899147922,-0.14194413350001733,0.31558698244691996,0.19278829578561452,0.2324138956935448,0.14286604746815149,-0.49219648088799756,-0.1300990387592711,2
2008-03-31,-0.09292555770785149,-0.12618131248670117,-0.05255517527433917,-0.1457598420620153,0.060360844102740785,0.03804729482606617,0.09641043737452226,0.1333967137084302,-0.15328640181059228,0.2263222714162817,0.22497653895062208,0.27197508001049636,0.16032271090770833,-0.4666457855386814,-0.13787761673350274,2
2008-04-30,0.011461689156039512,-0.0967872232292567,-0.04950089281599124,0.046906609445606984,0.0011315828268072536,-0.008541116445083041,-0.0519693645590924,0.167795546821786,0.010330106329232258,0.15633385766574648,0.2150637663911423,0.2641450302616661,0.1516920743938764,-0.5229636864279816,-0.0967872232292567,3
2008-05-31,0.053989333963857966,-0.04618957333956275,-0.06678760997724198,0.16528732787469758,-0.028701197874310025,-0.030780807088925166,-0.09076734590594304,0.12326856811165277,0.08269053183816799,0.0692792341477948,0.20459595674391065,0.2562397939885493,0.1392130992586768,-0.5497363024267142,-0.08313366524736432,3
2008-06-30,-0.025383660430605692,-0.11595042733627647,-0.13209227573225168,0.03388595557440843,-0.030535068893055795,-0.02589550936995577,0.01095009206580122,0.25188706847889475,0.005151408462450102,0.27727072890950044,0.1612011103205083,0.2264361851123938,0.10038878770644738,-0.49892804995541085,-0.15976143855996405,3
2008-07-31,-0.0780816448585796,-0.06751490324470144,-0.11209024752315722,-0.03639642423403466,0.0006387779208196775,-0.004729159283696993,0.039584538312458895,0.06512008142313586,-0.07872042277939928,0.14320172628171546,0.1848721317591823,0.23038802007905115,0.11589335461368537,-0.5030044298679387,-0.16731156249680135,3
2008-08-31,-0.0777759028345345,-0.027985638063150797,-0.10979273819083302,-0.07714091502841214,0.034300764461201894,0.05078144636049964,-0.06563748500948241,-0.06880379672008563,-0.1120766672957364,0.008972106114448875,0.20256041734793215,0.24406490007123532,0.12118010007279403,-0.5122339373215034,-0.1544437722113411,2
2008-09-30,-0.08844060107246865,-0.11157931531717213,-0.22368140335078512,-0.13800690017324047,0.02114746092804154,0.03872612990631796,-0.0692560363826954,-0.24318898643569853,-0.10958806200051019,-0.15474838536322988,0.3229137316930172,0.32773718851989986,0.21458280794441884,-0.706626994927324,-0.23407264197798727,2
2008-10-31,-0.23211828481367458,-0.29207575219225024,-0.3605937743942226,-0.27601939189144375,0.005094029282793233,0.02315790387116623,-0.20803735692979874,-0.37153476578896616,-0.2372123140964678,-0.13941648097529158,0.6125299212283596,0.5561717609062697,0.4127442588996289,-0.4910526092348628,-0.3605937743942226,1
2008-11-30,-0.2964403341725087,-0.3511603223802052,-0.381129950255243,-0.36817807036761707,0.06674047829938012,0.1387000196271262,-0.017133784623245107,-0.41075215906607465,-0.3631808124718888,-0.11431182489356595,0.7121338057910022,0.6332908074823717,0.5108843109645339,-0.5227080746867975,-0.40510074293865694,1
2008-12-31,-0.2156864991075501,-0.2850516565557306,-0.3679502225014566,-0.23456223244628438,0.12332041297610563,0.27533655171284566,0.01704475083394663,-0.36488151024233495,-0.33900691208365574,-0.14919501113478484,0.7114544119296105,0.6361724313414739,0.5378058376245745,-0.4459104328002688,-0.3992728324004503,1
2009-01-31,-0.1376392206767445,-0.33780892566384235,-0.3825166919771529,-0.1151659792777725,0.08905247673850325,0.12965921213117637,0.27992714109653694,-0.1898644022974033,-0.22669169741524775,-0.05222518162065881,0.5198849055367389,0.4840475324000806,0.4387218009616052,-0.4922881100164099,-0.4486011489824604,1
2009-02-28,-0.17271405739486956,-0.4179549786769533,-0.434243879980159,-0.05322898208233817,0.0032590806213415036,-0.02716473937814723,0.15340555434378644,-0.1275791357940772,-0.17597313801621106,0.045134921600792355,0.402191851461224,0.39711376915008945,0.3410190456465506,-0.3757298399470823,-0.507848207366915,1
2009-03-31,-0.11248729932469381,-0.3039118066468377,-0.3815808506615509,0.02118834526835678,-0.014321389777263827,-0.10938131579257082,0.043458186339767835,-0.05615858822216724,-0.09816590954742999,0.056328711102526574,0.40741881855761286,0.38619630386644527,0.3228084518676946,-0.3431858253764111,-0.46684700911469634,1
2009-04-30,0.06296927170458377,-0.08333699045616172,-0.3510720284754901,0.18157953450431807,-0.0026084026273902605,-0.04669138604238765,-0.04424489128843623,-0.013333416519336505,0.06557767433197403,-0.07630268822392028,0.3836500905561103,0.3531487063119377,0.303878903914299,-0.37854046776567485,-0.41387996491514156,3
2009-05-31,0.2605474563647139,0.04283319063718172,-0.323368448775749,0.28726801427369586,-0.016096900613456477,-0.06763216942324757,0.03854042751461395,0.2155937487493449,0.27664435697817036,-0.04495370761536899,0.3588966762938514,0.32655347413610386,0.3011821955926614,-0.25635056428505065,-0.37961930965103075,3
2009-06-30,0.1628453428397414,0.032040010691401166,-0.2621447039879766,0.20134293448381646,-0.052959949694903696,-0.09716995451430521,0.009969002415242567,0.13100020248041333,0.2158052925346451,-0.03184514035932806,0.25631739119325114,0.23757308440111352,0.22775960567215783,-0.24503291451374698,-0.3800255275279456,3
2009-07-31,0.13667470131425286,0.2082502794210368,-0.19990744940322092,0.15223223440160383,-0.018131139767705307,-0.024127401323930764,0.06966886747941392,0.15315310534213933,0.15480584108195816,0.016478404027886473,0.22498959413727315,0.21682505922780906,0.19678560303977866,-0.215087791825881,-0.33377218418561916,3
2009-08-31,0.11357093737615398,0.40370901259118086,-0.18297815783501326,0.13282266770151407,0.010353230906657629,0.03592071825885612,-0.029105982444778578,-0.04821341390753853,0.10321770646949635,-0.1617843512836925,0.1839790140036501,0.18885393390393812,0.15753846043827277,-0.4174322341509966,-0.3091620931180328,0
2009-09-30,0.15381069841268769,0.34170339716786335,-0.06605610624962155,0.1624769158544812,0.027438620248345424,0.05347142672569394,0.08411930404994661,-0.02475699352677574,0.12637207816434226,-0.17856769193946342,0.171995265546223,0.1788024962533385,0.149462395830267,-0.41885777172497074,-0.2846668209189812,0
2009-10-31,0.05306443282214679,0.19699169964277696,0.09723801379354202,0.03928071936562039,0.01755843614637187,0.020036671695977004,0.09833958709405555,0.023871723232891107,0.03550599667577492,-0.029192709589255683,0.1751308200205128,0.17628687293599118,0.15290085314807783,-0.39736066001928433,-0.2984191830090913,0
2009-11-30,0.0781153966248731,0.20055797281922416,0.2519817013399783,0.08923616410820423,0.030218499311184255,0.009878912709428977,0.23811560492969974,0.11533236826270654,0.047896897313688847,0.03721697163783344,0.17436743238030594,0.17328110369276856,0.158604405615863,-0.27665323841462486,-0.2551970160184507,0
2009-12-31,0.06108530183228855,0.22429157318255033,0.26351788827671174,0.08464721980131706,-0.026090810048892243,-0.07689444423674063,0.08558421057221866,0.11604723835455277,0.0871761118811808,0.05496193652226422,0.15467887589629323,0.15492368090102362,0.14276824686755024,-0.32317878179574144,-0.2409704777641668,0
2010-01-31,0.04256629835323378,0.0978894876548333,0.32652528023237126,0.04642061577603718,-0.0016280614614176958,-0.026578435687594104,0.03345362670450336,-0.03815180349059255,0.044194359814651474,-0.08071810184382633,0.15877741742130055,0.17758596063716794,0.140658608393068,-0.38338481118280304,-0.2685554846341508,0
2010-02-28,0.01269936685932782,0.09180677956330219,0.5325790164811599,0.02926260912217038,-0.018120863045585134,-0.04153617493750206,-0.053701133839927584,-0.041768014291604705,0.030820229904912955,-0.054467381150932526,0.149644376778958,0.16704764194419472,0.13428502328127204,-0.47958562544785,-0.2457384896869469,0
2010-03-31,0.05421588657106735,0.11861298219865457,0.5008468383320095,0.05380079874077204,0.016245466321687774,0.0023498100763457153,0.015282820118907914,-0.044679206706494834,0.03797042024937958,-0.09889509327756218,0.14267962627883207,0.1592185143339556,0.12662114424225046,-0.381099834392141,-0.1998190192825373,0
2010-04-30,0.11089714592076927,0.15818392527378866,0.3863365452124152,0.1519645388998927,0.009121671244949558,0.008495955747054973,0.08871273694882831,0.07712654734232682,0.10177547467581971,-0.033770598578442446,0.13552914709429892,0.13296412417458234,0.11931859718138318,-0.514743871884661,-0.18744037548067782,0
2010-05-31,-0.008304349608161177,0.004289557268964517,0.20570783499834389,0.01985431388492631,0.035286589889201414,0.06365534212315582,0.0863565468508476,-0.0706728611428058,-0.04359093949736259,-0.06236851153464462,0.20559109838981185,0.22372624038033834,0.15917954150239133,-0.7248926097909727,-0.2520021409645662,2
2010-06-30,-0.1135804037591368,-0.06552237947497075,0.14407307613647435,-0.10973608684573843,0.07823911519600224,0.14896336994061876,0.11684262242780141,-0.0829081739095403,-0.19181951895513905,0.0306722298495965,0.24855500466617642,0.2669546963214864,0.18199730885178922,-0.7759089781145485,-0.29070389815280884,2
2010-07-31,-0.06746374545739042,0.035951863639029025,0.1373606608057234,-0.06606249192758085,0.07035759487884441,0.1014995147299862,0.0011268832587565392,-0.0634207256852356,-0.13782134033623483,0.004043019772154821,0.2615232803151274,0.28039424296509435,0.19058782815557063,-0.7491043665182117,-0.2422586911582021,2
2010-08-31,-0.03254038446519125,-0.040574507344369515,0.047507257367278566,-0.043245240231308046,0.07475339244777679,0.13590119101773546,0.026917939532041135,0.010928995993458201,-0.10729377691296804,0.043469380458649454,0.20681326166929312,0.21730779013716842,0.14617665402746563,-0.6727430000503781,-0.27634227887671914,2
2010-09-30,0.1116158525391946,-0.014641924817264229,0.10223433501368628,0.15160163303197316,0.042930507513948335,0.0465916856681472,0.051199895967362075,0.11775614211205943,0.06868534502524626,0.006140289572864832,0.1808448442471551,0.1852676371638006,0.12642121932385667,-0.6591951009073436,-0.2115352090424072,0
2010-10-31,0.08029714150031086,0.007416250127787238,0.16677330695760162,0.14171958649183725,0.03345509236456534,0.009368579252341691,0.14832450922394425,0.10004380027076532,0.04684204913574552,0.01974665877045445,0.1472185397230222,0.16242028894697663,0.1110760231683135,-0.5906275303779405,-0.1814142300615016,0
2010-11-30,0.13117810540025432,0.09436913495192356,0.09906349402968684,0.2013795318368341,-0.009082738541896007,-0.08450224653315275,0.10927257648924127,0.12927932853479174,0.14026084394215033,-0.0018987768654625814,0.13887247829391475,0.1536711802629862,0.1249323459736313,-0.34801509998536695,-0.1814142300615016,0
2010-12-31,0.10760813459516672,0.23123476081735328,0.15056132959630375,0.11204321240634241,-0.043050929451053266,-0.095571483628475,0.08451252637870099,0.14267943403952388,0.15065906404621998,0.03507129944435716,0.1160905771503224,0.13342886820624814,0.11651812478300065,-0.18852497564406007,-0.1266899836934925,0
2011-01-31,0.09171020705875343,0.17937141603228368,0.2217720163612451,0.07533624884469581,-0.043187325034612534,-0.08242829937430918,-0.020735938027821588,0.13304201214467448,0.13489753209336597,0.04133180508592105,0.1150800492314806,0.13428155491274146,0.10692163236265889,-0.2815098051196692,-0.10634155960509273,0
2011-02-28,0.12963353769141284,0.2778167249623593,0.22596994087061595,0.11124091821925775,-0.03652633917689285,-0.051261171336494216,0.016541172082793265,0.18548060229935204,0.1661598768683057,0.0558470646079392,0.10013851127917495,0.12921205533922003,0.07897843513246357,-0.3636210460494216,-0.07529806080052492,0
2011-03-31,0.05897421525512825,0.17292845514311317,0.1557545248868779,0.05602324687663307,-0.0038388624079476186,-0.014529471417733197,0.008217988607386983,0.10744116215923638,0.06281307766307587,0.04846694690410813,0.12940736767657943,0.15979495415555067,0.09032287734716579,-0.5424968474543349,-0.075187210807373,0
2011-04-30,0.06483267754879418,0.16248870288972106,0.17111000988107827,0.056488365403740026,0.014720019376879057,0.04058322312409901,0.1732501797639805,0.1181212844976618,0.050112658171915125,0.05328860694886761,0.1269686593110728,0.15072682058515754,0.0900567781694934,-0.4930721439219245,-0.04840329010021127,0
2011-05-31,0.0175439798637671,0.14945180573010708,0.25792457830578375,0.011638338065456999,0.042315758246992186,0.058730000386032044,0.08702597275054802,0.017833034614334498,-0.024771778383225085,0.0002890547505673968,0.12060964977978612,0.14366327891420083,0.10012096482808104,-0.5693356493825081,-0.059075108599222936,0
2011-06-30,0.0002581702916542028,0.05924761093713493,0.3041824788985361,-0.004388606617209634,0.03866440161892237,0.033832149275931034,0.04390103934544087,-0.05080324504253442,-0.03840623132726817,-0.05106141533418862,0.12487497470163164,0.15040909695525248,0.10263493302339807,-0.5188320839468269,-0.07494845161986163,2
2011-07-31,-0.047341492156605214,0.014421909696521018,0.19638020409295964,-0.016078720846662065,0.05221066457997514,0.05479874945341012,0.03885278177237095,-0.05078366230157727,-0.09955215673658036,-0.0034421701449720565,0.1430255614628166,0.17118073629401948,0.11120073984650022,-0.39591153578710614,-0.0934532982781835,2
2011-08-31,-0.08950385208559664,-0.07353012600054876,0.1838587001702685,-0.054429779514850174,0.07423795266679978,0.11848846928532208,0.18765037386786543,-0.0029751507935772414,-0.1637418047523964,0.0865287012920194,0.2998575975136957,0.31523442816285047,0.194759702965285,-0.6482865124341607,-0.1432915109028141,2
2011-09-30,-0.13817224373295112,-0.13794974540976013,0.011123273372257492,-0.0782238735596994,0.10383621641467711,0.29631093174868006,0.08260272300406668,-0.11084244354754713,-0.24200846014762822,0.027329800185403985,0.32957134804969274,0.3299980094047265,0.2139481469864776,-0.6993226312132967,-0.202764899628186,2
2011-10-31,-0.024594154135941793,-0.070771322337422,0.0802178401839011,0.0009909844602733475,0.056161440872432244,0.19396339292846299,0.057173563937162886,-0.08454438876758863,-0.08075559500837404,-0.05995023463164684,0.36036255159543107,0.3516823410017688,0.2394145004367472,-0.785982239822017,-0.11574904759175952,2
2011-11-30,0.027954944775750556,-0.06405098255211594,0.07582828817678999,0.026054722308471057,0.015069102140616186,0.11036747449867468,-0.042707609080335995,-0.08355437526891574,0.01288584263513437,-0.1115093200446663,0.2957286696781436,0.2818631292728335,0.2106446276929054,-0.8277151405614753,-0.11934227240118567,2
2011-12-31,0.11618137850345667,-0.03804390697730431,0.01894969336071073,0.06770145899622926,0.012593057626774762,0.014625194291870036,-0.03840308844228291,0.04233005094991027,0.1035883208766819,-0.0738513275535464,0.2647317540610039,0.2617732586472122,0.19699217421858656,-0.8111078175346714,-0.11014102667564696,0
2012-01-31,0.0530109630445299,0.027113049112576393,0.04192598075499632,0.0485185448139811,0.03463149310790192,0.051543659391896535,0.011772446897425182,0.003968351503536249,0.01837946993662798,-0.04904261154099365,0.21637358429731787,0.21785974542361794,0.16459159242264848,-0.7539395074577983,-0.0688740530315558,2
2012-02-29,0.1032001883017164,0.13404008864228856,0.05065397803474769,0.146595068193202,0.017354231284046895,0.004259851730727071,-0.03432675853211409,0.06078150222662426,0.0858459570176695,-0.04241868607509214,0.14943883256665438,0.1525029318239193,0.11929191766737632,-0.6996681953306081,-0.028458229083626274,0
2012-03-31,0.12690919428137848,0.25783505792120875,0.08431703191350715,0.2119773449251774,-0.018346200881627972,-0.07030702484827289,0.06664905097644103,0.0730253854280074,0.14525539516300645,-0.053883808853371074,0.0953997024413145,0.10373787147341813,0.0859921117068191,-0.5936151304029231,0.0,0
2012-04-30,0.06977589023644537,0.12648574041969884,0.0467628549759469,0.10479630970770915,-0.0023147874384344957,-0.02213742323216661,-0.04388395713732096,0.02084085045670192,0.07209067767487987,-0.04893503977974345,0.11476602252433317,0.13753198489465687,0.09452361087337793,-0.5629575088344692,-0.006675543320068367,0
2012-05-31,-0.036300115508870245,0.06315389403695693,-0.004942157480218423,-0.034849435683457,0.03772715597619558,0.09454358242275007,-0.07711971931777262,-0.13915412938517602,-0.07402727148506583,-0.10285401387630577,0.13090430185353613,0.1612755868169759,0.10132942275890909,-0.597428455724749,-0.06633048702719879,2
2012-06-30,-0.028441189116045318,0.0948585567702116,0.053205859683139956,-0.0480019424123751,0.0501391093227348,0.12377750133973486,-0.0427460700993233,-0.10590277995375097,-0.07858029843878012,-0.07746159083770565,0.16370987045840635,0.19941023950775078,0.11961665033007891,-0.7116090353556472,-0.028441189116045318,2
2012-07-31,-0.010341204237420576,0.058713119267241876,0.08741806006606345,-0.02712781533007924,0.03878689519680334,0.11287711470580009,-0.03329626406640118,-0.04083075329005148,-0.049128099434223915,-0.030489549052630904,0.16349515218045008,0.1948746254672977,0.11851934616181371,-0.767608708598665,-0.016947714400620373,2
2012-08-31,0.0792684722557706,0.04009090204780419,0.1795047787543298,0.10081619175035028,0.00862586105044949,0.00728711385493952,0.08310253600639572,0.14064971882963273,0.07064261120532112,0.061381246573862125,0.1420100847614791,0.16543389935554514,0.1073376169217477,-0.6764444343372361,0.0,0
2012-09-30,0.06347206257992388,0.03322565252845755,0.29962744849381107,0.07178225986827824,0.009294817021827662,-0.0014669149358782496,0.10761000506168217,0.11378635206858667,0.05417724555809622,0.05031428948866279,0.11478443149480813,0.1365206874894652,0.085324179958138,-0.631730520567985,0.0,0
2012-10-31,0.03191143561976606,0.021240228709092035,0.1504125551837443,0.005173182246600794,-0.008593178176343419,-0.042838275038757145,0.06607448383240233,0.011376117075451608,0.04050461379610948,-0.02053531854431445,0.10340706496975384,0.1287502617182053,0.07431309097914757,-0.5852423462101874,-0.018198113026226426,0
2012-11-30,0.0123891717383533,0.0926397147103375,0.1616441674737248,-0.03187089470339621,0.0022903460455392377,-0.018801396017546712,0.011143598937106702,-0.023966621446429026,0.010098825692814062,-0.036355793184782326,0.12508217744747402,0.1504532383616582,0.08348898948311265,-0.6027472826860527,-0.012641248509610015,0
2012-12-31,-0.0038200755440032097,0.059409518961931695,0.15990357695928448,-0.04487748144419812,-0.003666253620157822,-0.01834829024663087,-0.057420415104044054,-0.03138055812673668,-0.0001538219238453875,-0.02756048258273347,0.12446652310256495,0.1518674400811447,0.07257802117573542,-0.6797850800871347,-0.0038200755440032097,0
2013-01-31,0.0665843003954949,0.10062053663061898,0.16524140146578836,0.03529574151502768,-0.012639011047446025,-0.044993981729467114,-0.03374695690834972,0.03301886715226843,0.07922331144294092,-0.03356543324322647,0.1228503333850481,0.14990591748752524,0.06844320125183173,-0.6638678699427316,0.0,0
2013-02-28,0.07411360618689011,0.08742098412044141,0.13101667227954095,0.025436157324004283,-0.011140499695107997,-0.04424426822420369,-0.0785908028420218,-0.03451963501143762,0.08525410588199811,-0.10863324119832773,0.1138566791525048,0.14040313747854136,0.06080780192534643,-0.6816692492235602,0.0,0
2013-03-31,0.10502661653902035,0.10080533138570691,0.1373803068278019,0.06141023006944524,0.0011106563285632198,-0.023971532113537197,-0.046722670809764,-0.016918740991641368,0.10391596021045713,-0.12194535753066171,0.10933224093237351,0.13010934028881205,0.061662958037612826,-0.6537628418669736,0.0,0
2013-04-30,0.07141118907560928,0.1427503535361141,0.16702263240261717,0.06002190580503841,0.0296957568667795,0.05537037294213243,-0.11432998154273366,-0.07727423937386613,0.041715432208829784,-0.1486854284494754,0.11816598597045769,0.13698564403988117,0.08596699473070676,-0.6657197691100394,0.0,0
2013-05-31,0.0828895435951893,0.16314639277310428,0.27089994276596285,0.09418094860536375,-0.013449876126205518,-0.028021431194304336,-0.12470589432061885,-0.04681164477198685,0.09633941972139481,-0.12970118836717615,0.11110647915564682,0.12278641547794653,0.08897602436277663,-0.5403932721314931,0.0,0
2013-06-30,0.029353522400099807,0.13746304008030497,0.20503917212845235,0.036616281210097634,-0.04131856849613513,-0.05585831190340673,-0.22881189405094926,-0.0798243140116085,0.07067209089623494,-0.1091778364117083,0.14082093008618038,0.1440350054805405,0.12108242810252993,-0.24467104212944144,-0.01334409099729117,0
2013-07-31,0.06214120742444895,0.1379899740128323,0.25249513587826766,0.07479765153131779,-0.059051687114871076,-0.11847478481391116,-0.10373331053296742,-0.012942524169222924,0.12119289453932003,-0.07508373159367188,0.12101668382125376,0.12007400171007697,0.11116499372419636,-0.050632009773158806,0.0,0
2013-08-31,0.006522243389572413,0.08995241276253996,0.1852371253306908,0.03356619563942975,-0.042712043918228915,-0.06722672213841319,0.005226978478293454,0.030935875602191132,0.04923428730780133,0.02441363221261872,0.12292150388650477,0.12926712960105016,0.11164040789062638,0.04096579963972463,-0.0299921477548466,0
2013-09-30,0.052417827183068866,0.08330999744755152,0.19251342073370137,0.1100999599150776,0.0004333084062921877,-0.0293949323572541,0.07614803139075321,0.0250697059020506,0.05198451877677668,-0.027348121281018267,0.09015939020992628,0.10221611764701273,0.09177407655218049,-0.05156152389459057,0.0,0
2013-10-31,0.047044445151244174,0.1121090512000047,0.2708630114295181,0.09592975338028209,0.01178239412600579,0.007231372858041318,-0.0017192968292998323,-0.006941809511338715,0.03526205102523838,-0.05398625466258289,0.10693136535932475,0.11966345257843883,0.09207683952925066,0.12312865874649334,0.0,0
2013-11-30,0.11140936819212643,0.11865825059692625,0.30116330892768617,0.13935926760591877,0.017388757967186974,-0.006683033391082116,-0.10340215921734253,-0.04313589097851256,0.09402061022493946,-0.154545259170639,0.10036059351313244,0.11557203137441022,0.08887876986410391,-0.020816101880336065,0.0,0
2013-12-31,0.10524870163411681,0.16318343707068528,0.32307816850147986,0.11865414334541269,-0.021938114743219717,-0.03156678917433109,-0.0940863677508843,-0.003881963098886443,0.12718681637733653,-0.10913066473300326,0.10365457155638755,0.11732860989809006,0.08196429562792093,0.03620587893634478,0.0,0
2014-01-31,0.019098361132529273,0.06704127808655147,0.21428227632033403,0.04534408454594252,0.00024294792540957566,0.014952729437199386,-0.059887283965961546,-0.033786415150346194,0.018855413207119698,-0.05288477628287547,0.1055208629692057,0.12244938555193076,0.07809283848459606,-0.25242209192372633,-0.035248601972728166,0
2014-02-28,0.034814270951051496,0.15010227507390406,0.25355674964048824,0.06150883457324152,0.012693616417523979,0.0486194913166047,0.05733227815496322,0.024304219775795888,0.022120654533527517,-0.010510051175255608,0.11579389435737379,0.12923768318078602,0.07937821392607435,-0.3286803021640275,0.0,0
2014-03-31,0.017030449145132742,0.12407158344002078,0.21771798418727406,0.0031292730789043155,0.028514042641443638,0.07642174383485023,0.06450221914062082,0.01792688449759461,-0.011483593496310895,0.0008964353524618662,0.11677387228443392,0.1385204828749447,0.07459421120557734,-0.5514295026018792,0.0,0
2014-04-30,0.06151738478260338,0.08179062714563967,0.2030691479519955,0.019513907847819256,0.0055119669954051265,0.03381634882169493,0.034390915219883356,0.06149520013775689,0.05600541778719825,-2.2184644846490187e-05,0.11829988446245744,0.16359028255127384,0.07057940704900156,-0.5850863189882514,0.0,0
2014-05-31,0.03886651112203432,0.07503389132221039,0.20259553219891013,0.01304858730550773,0.02021846148032047,0.0587610725804355,-0.056339149715296744,-0.0038269947967548568,0.01864804964171385,-0.042693505918789176,0.10417860979104168,0.1542927368564862,0.059947476708847584,-0.5921662682381686,0.0,0
2014-06-30,0.05158972073904344,0.069498765999634,0.24402325057831087,0.07405458480519611,0.023751522413570703,0.048423856131410314,0.03583846496163079,0.017610911950622476,0.02783819832547274,-0.03397880878842097,0.09275031776865351,0.1398487849702134,0.051662572938184104,-0.4456148657904129,0.0,0
2014-07-31,0.030296772148079576,0.0936779351205872,0.1669995017061321,0.09023111321357646,0.013805516930031292,0.03372859870669598,-0.0066817084438762775,-0.041272285211065074,0.016491255218048284,-0.07156905735914465,0.08296819817338603,0.1046436637598827,0.05073969691764594,-0.3699220463229047,-0.01343755557028159,0
2014-08-31,0.046667162982977795,0.08734746391412385,0.2505607920434736,0.0956974046640402,0.0143525310756063,0.05154374096850556,0.028481277891588386,-0.03841714285219022,0.032314631907371494,-0.08508430583516802,0.08267113308252222,0.09277926816660848,0.05062680453145131,-0.30771550883200294,0.0,0
2014-09-30,0.011347707751210967,0.06352285356416787,0.19547581803052339,0.05446716106822613,0.005887396992672711,0.03192551334207061,-0.09239296174612799,-0.12641096415954967,0.005460310758538256,-0.13775867191076063,0.09222307162822242,0.11096894008213233,0.05978651806850239,-0.2953118534127547,-0.013796526958991029,0
