Date,Previous Month Regime,Regime Description,Selected Strategy,Turnover,Transaction Cost
2008-01-14,,,,0.0,0.0
2008-01-15,,,,0.0,0.0
2008-01-16,,,,0.0,0.0
2008-01-17,,,,0.0,0.0
2008-01-18,,,,0.0,0.0
2008-01-22,,,,0.0,0.0
2008-01-23,,,,0.0,0.0
2008-01-24,,,,0.0,0.0
2008-01-25,,,,0.0,0.0
2008-01-28,,,,0.0,0.0
2008-01-29,,,,0.0,0.0
2008-01-30,,,,0.0,0.0
2008-01-31,,,,0.0,0.0
2008-02-01,2.0,Mixed / transition regime,Minimum Volatility,0.054950966465278424,0.5970704592205434
2008-02-04,,,,0.0,0.0
2008-02-05,,,,0.0,0.0
2008-02-06,,,,0.0,0.0
2008-02-07,,,,0.0,0.0
2008-02-08,,,,0.0,0.0
2008-02-11,,,,0.0,0.0
2008-02-12,,,,0.0,0.0
2008-02-13,,,,0.0,0.0
2008-02-14,,,,0.0,0.0
2008-02-15,,,,0.0,0.0
2008-02-19,,,,0.0,0.0
2008-02-20,,,,0.0,0.0
2008-02-21,,,,0.0,0.0
2008-02-22,,,,0.0,0.0
2008-02-25,,,,0.0,0.0
2008-02-26,,,,0.0,0.0
2008-02-27,,,,0.0,0.0
2008-02-28,,,,0.0,0.0
2008-02-29,,,,0.0,0.0
2008-03-03,2.0,Mixed / transition regime,Minimum Volatility,0.10076000076630695,1.1053923768944471
2008-03-04,,,,0.0,0.0
2008-03-05,,,,0.0,0.0
2008-03-06,,,,0.0,0.0
2008-03-07,,,,0.0,0.0
2008-03-10,,,,0.0,0.0
2008-03-11,,,,0.0,0.0
2008-03-12,,,,0.0,0.0
2008-03-13,,,,0.0,0.0
2008-03-14,,,,0.0,0.0
2008-03-17,,,,0.0,0.0
2008-03-18,,,,0.0,0.0
2008-03-19,,,,0.0,0.0
2008-03-20,,,,0.0,0.0
2008-03-24,,,,0.0,0.0
2008-03-25,,,,0.0,0.0
2008-03-26,,,,0.0,0.0
2008-03-27,,,,0.0,0.0
2008-03-28,,,,0.0,0.0
2008-03-31,,,,0.0,0.0
2008-04-01,2.0,Mixed / transition regime,Minimum Volatility,0.061025470212900064,0.6733686233697816
2008-04-02,,,,0.0,0.0
2008-04-03,,,,0.0,0.0
2008-04-04,,,,0.0,0.0
2008-04-07,,,,0.0,0.0
2008-04-08,,,,0.0,0.0
2008-04-09,,,,0.0,0.0
2008-04-10,,,,0.0,0.0
2008-04-11,,,,0.0,0.0
2008-04-14,,,,0.0,0.0
2008-04-15,,,,0.0,0.0
2008-04-16,,,,0.0,0.0
2008-04-17,,,,0.0,0.0
2008-04-18,,,,0.0,0.0
2008-04-21,,,,0.0,0.0
2008-04-22,,,,0.0,0.0
2008-04-23,,,,0.0,0.0
2008-04-24,,,,0.0,0.0
2008-04-25,,,,0.0,0.0
2008-04-28,,,,0.0,0.0
2008-04-29,,,,0.0,0.0
2008-04-30,,,,0.0,0.0
2008-05-01,3.0,Commodity strength / inflation-like,Equal Weight,1.1048692455182336,12.205190663606082
2008-05-02,,,,0.0,0.0
2008-05-05,,,,0.0,0.0
2008-05-06,,,,0.0,0.0
2008-05-07,,,,0.0,0.0
2008-05-08,,,,0.0,0.0
2008-05-09,,,,0.0,0.0
2008-05-12,,,,0.0,0.0
2008-05-13,,,,0.0,0.0
2008-05-14,,,,0.0,0.0
2008-05-15,,,,0.0,0.0
2008-05-16,,,,0.0,0.0
2008-05-19,,,,0.0,0.0
2008-05-20,,,,0.0,0.0
2008-05-21,,,,0.0,0.0
2008-05-22,,,,0.0,0.0
2008-05-23,,,,0.0,0.0
2008-05-27,,,,0.0,0.0
2008-05-28,,,,0.0,0.0
2008-05-29,,,,0.0,0.0
2008-05-30,,,,0.0,0.0
2008-06-02,3.0,Commodity strength / inflation-like,Equal Weight,0.02505280553045093,0.281844051880981
2008-06-03,,,,0.0,0.0
2008-06-04,,,,0.0,0.0
2008-06-05,,,,0.0,0.0
2008-06-06,,,,0.0,0.0
2008-06-09,,,,0.0,0.0
2008-06-10,,,,0.0,0.0
2008-06-11,,,,0.0,0.0
2008-06-12,,,,0.0,0.0
2008-06-13,,,,0.0,0.0
2008-06-16,,,,0.0,0.0
2008-06-17,,,,0.0,0.0
2008-06-18,,,,0.0,0.0
2008-06-19,,,,0.0,0.0
2008-06-20,,,,0.0,0.0
2008-06-23,,,,0.0,0.0
2008-06-24,,,,0.0,0.0
2008-06-25,,,,0.0,0.0
2008-06-26,,,,0.0,0.0
2008-06-27,,,,0.0,0.0
2008-06-30,,,,0.0,0.0
2008-07-01,3.0,Commodity strength / inflation-like,Equal Weight,0.06825201996783274,0.7406177813749311
2008-07-02,,,,0.0,0.0
2008-07-03,,,,0.0,0.0
2008-07-07,,,,0.0,0.0
2008-07-08,,,,0.0,0.0
2008-07-09,,,,0.0,0.0
2008-07-10,,,,0.0,0.0
2008-07-11,,,,0.0,0.0
2008-07-14,,,,0.0,0.0
2008-07-15,,,,0.0,0.0
2008-07-16,,,,0.0,0.0
2008-07-17,,,,0.0,0.0
2008-07-18,,,,0.0,0.0
2008-07-21,,,,0.0,0.0
2008-07-22,,,,0.0,0.0
2008-07-23,,,,0.0,0.0
2008-07-24,,,,0.0,0.0
2008-07-25,,,,0.0,0.0
2008-07-28,,,,0.0,0.0
2008-07-29,,,,0.0,0.0
2008-07-30,,,,0.0,0.0
2008-07-31,,,,0.0,0.0
2008-08-01,3.0,Commodity strength / inflation-like,Equal Weight,0.029961878073265044,0.32082100224285526
2008-08-04,,,,0.0,0.0
2008-08-05,,,,0.0,0.0
2008-08-06,,,,0.0,0.0
2008-08-07,,,,0.0,0.0
2008-08-08,,,,0.0,0.0
2008-08-11,,,,0.0,0.0
2008-08-12,,,,0.0,0.0
2008-08-13,,,,0.0,0.0
2008-08-14,,,,0.0,0.0
2008-08-15,,,,0.0,0.0
2008-08-18,,,,0.0,0.0
2008-08-19,,,,0.0,0.0
2008-08-20,,,,0.0,0.0
2008-08-21,,,,0.0,0.0
2008-08-22,,,,0.0,0.0
2008-08-25,,,,0.0,0.0
2008-08-26,,,,0.0,0.0
2008-08-27,,,,0.0,0.0
2008-08-28,,,,0.0,0.0
2008-08-29,,,,0.0,0.0
2008-09-02,2.0,Mixed / transition regime,Minimum Volatility,1.1196555815539466,11.830531106642793
2008-09-03,,,,0.0,0.0
2008-09-04,,,,0.0,0.0
2008-09-05,,,,0.0,0.0
2008-09-08,,,,0.0,0.0
2008-09-09,,,,0.0,0.0
2008-09-10,,,,0.0,0.0
2008-09-11,,,,0.0,0.0
2008-09-12,,,,0.0,0.0
2008-09-15,,,,0.0,0.0
2008-09-16,,,,0.0,0.0
2008-09-17,,,,0.0,0.0
2008-09-18,,,,0.0,0.0
2008-09-19,,,,0.0,0.0
2008-09-22,,,,0.0,0.0
2008-09-23,,,,0.0,0.0
2008-09-24,,,,0.0,0.0
2008-09-25,,,,0.0,0.0
2008-09-26,,,,0.0,0.0
2008-09-29,,,,0.0,0.0
2008-09-30,,,,0.0,0.0
2008-10-01,2.0,Mixed / transition regime,Minimum Volatility,0.13093961072300053,1.3438246159952507
2008-10-02,,,,0.0,0.0
2008-10-03,,,,0.0,0.0
2008-10-06,,,,0.0,0.0
2008-10-07,,,,0.0,0.0
2008-10-08,,,,0.0,0.0
2008-10-09,,,,0.0,0.0
2008-10-10,,,,0.0,0.0
2008-10-13,,,,0.0,0.0
2008-10-14,,,,0.0,0.0
2008-10-15,,,,0.0,0.0
2008-10-16,,,,0.0,0.0
2008-10-17,,,,0.0,0.0
2008-10-20,,,,0.0,0.0
2008-10-21,,,,0.0,0.0
2008-10-22,,,,0.0,0.0
2008-10-23,,,,0.0,0.0
2008-10-24,,,,0.0,0.0
2008-10-27,,,,0.0,0.0
2008-10-28,,,,0.0,0.0
2008-10-29,,,,0.0,0.0
2008-10-30,,,,0.0,0.0
2008-10-31,,,,0.0,0.0
2008-11-03,1.0,Stress / high-volatility equity weakness,Maximum Sharpe,0.5970263383571064,5.668892656274683
2008-11-04,,,,0.0,0.0
2008-11-05,,,,0.0,0.0
2008-11-06,,,,0.0,0.0
2008-11-07,,,,0.0,0.0
2008-11-10,,,,0.0,0.0
2008-11-11,,,,0.0,0.0
2008-11-12,,,,0.0,0.0
2008-11-13,,,,0.0,0.0
2008-11-14,,,,0.0,0.0
2008-11-17,,,,0.0,0.0
2008-11-18,,,,0.0,0.0
2008-11-19,,,,0.0,0.0
2008-11-20,,,,0.0,0.0
2008-11-21,,,,0.0,0.0
2008-11-24,,,,0.0,0.0
2008-11-25,,,,0.0,0.0
2008-11-26,,,,0.0,0.0
2008-11-28,,,,0.0,0.0
2008-12-01,1.0,Stress / high-volatility equity weakness,Maximum Sharpe,0.02585649091025194,0.2732221553817627
2008-12-02,,,,0.0,0.0
2008-12-03,,,,0.0,0.0
2008-12-04,,,,0.0,0.0
2008-12-05,,,,0.0,0.0
2008-12-08,,,,0.0,0.0
2008-12-09,,,,0.0,0.0
2008-12-10,,,,0.0,0.0
2008-12-11,,,,0.0,0.0
2008-12-12,,,,0.0,0.0
2008-12-15,,,,0.0,0.0
2008-12-16,,,,0.0,0.0
2008-12-17,,,,0.0,0.0
2008-12-18,,,,0.0,0.0
2008-12-19,,,,0.0,0.0
2008-12-22,,,,0.0,0.0
2008-12-23,,,,0.0,0.0
2008-12-24,,,,0.0,0.0
2008-12-26,,,,0.0,0.0
2008-12-29,,,,0.0,0.0
2008-12-30,,,,0.0,0.0
2008-12-31,,,,0.0,0.0
2009-01-02,1.0,Stress / high-volatility equity weakness,Maximum Sharpe,0.15677515500729838,1.806830709253038
2009-01-05,,,,0.0,0.0
2009-01-06,,,,0.0,0.0
2009-01-07,,,,0.0,0.0
2009-01-08,,,,0.0,0.0
2009-01-09,,,,0.0,0.0
2009-01-12,,,,0.0,0.0
2009-01-13,,,,0.0,0.0
2009-01-14,,,,0.0,0.0
2009-01-15,,,,0.0,0.0
2009-01-16,,,,0.0,0.0
2009-01-20,,,,0.0,0.0
2009-01-21,,,,0.0,0.0
2009-01-22,,,,0.0,0.0
2009-01-23,,,,0.0,0.0
2009-01-26,,,,0.0,0.0
2009-01-27,,,,0.0,0.0
2009-01-28,,,,0.0,0.0
2009-01-29,,,,0.0,0.0
2009-01-30,,,,0.0,0.0
2009-02-02,1.0,Stress / high-volatility equity weakness,Maximum Sharpe,0.14189396851442504,1.518112064656789
2009-02-03,,,,0.0,0.0
2009-02-04,,,,0.0,0.0
2009-02-05,,,,0.0,0.0
2009-02-06,,,,0.0,0.0
2009-02-09,,,,0.0,0.0
2009-02-10,,,,0.0,0.0
2009-02-11,,,,0.0,0.0
2009-02-12,,,,0.0,0.0
2009-02-13,,,,0.0,0.0
2009-02-17,,,,0.0,0.0
2009-02-18,,,,0.0,0.0
2009-02-19,,,,0.0,0.0
2009-02-20,,,,0.0,0.0
2009-02-23,,,,0.0,0.0
2009-02-24,,,,0.0,0.0
2009-02-25,,,,0.0,0.0
2009-02-26,,,,0.0,0.0
2009-02-27,,,,0.0,0.0
2009-03-02,1.0,Stress / high-volatility equity weakness,Maximum Sharpe,0.008304219490205482,0.08828490335911501
2009-03-03,,,,0.0,0.0
2009-03-04,,,,0.0,0.0
2009-03-05,,,,0.0,0.0
2009-03-06,,,,0.0,0.0
2009-03-09,,,,0.0,0.0
2009-03-10,,,,0.0,0.0
2009-03-11,,,,0.0,0.0
2009-03-12,,,,0.0,0.0
2009-03-13,,,,0.0,0.0
2009-03-16,,,,0.0,0.0
2009-03-17,,,,0.0,0.0
2009-03-18,,,,0.0,0.0
2009-03-19,,,,0.0,0.0
2009-03-20,,,,0.0,0.0
2009-03-23,,,,0.0,0.0
2009-03-24,,,,0.0,0.0
2009-03-25,,,,0.0,0.0
2009-03-26,,,,0.0,0.0
2009-03-27,,,,0.0,0.0
2009-03-30,,,,0.0,0.0
2009-03-31,,,,0.0,0.0
2009-04-01,1.0,Stress / high-volatility equity weakness,Maximum Sharpe,0.01942235685979764,0.21151571937624397
2009-04-02,,,,0.0,0.0
2009-04-03,,,,0.0,0.0
2009-04-06,,,,0.0,0.0
2009-04-07,,,,0.0,0.0
2009-04-08,,,,0.0,0.0
2009-04-09,,,,0.0,0.0
2009-04-13,,,,0.0,0.0
2009-04-14,,,,0.0,0.0
2009-04-15,,,,0.0,0.0
2009-04-16,,,,0.0,0.0
2009-04-17,,,,0.0,0.0
2009-04-20,,,,0.0,0.0
2009-04-21,,,,0.0,0.0
2009-04-22,,,,0.0,0.0
2009-04-23,,,,0.0,0.0
2009-04-24,,,,0.0,0.0
2009-04-27,,,,0.0,0.0
2009-04-28,,,,0.0,0.0
2009-04-29,,,,0.0,0.0
2009-04-30,,,,0.0,0.0
2009-05-01,3.0,Commodity strength / inflation-like,Equal Weight,1.3999999999980086,14.553125090921235
2009-05-04,,,,0.0,0.0
2009-05-05,,,,0.0,0.0
2009-05-06,,,,0.0,0.0
2009-05-07,,,,0.0,0.0
2009-05-08,,,,0.0,0.0
2009-05-11,,,,0.0,0.0
2009-05-12,,,,0.0,0.0
2009-05-13,,,,0.0,0.0
2009-05-14,,,,0.0,0.0
2009-05-15,,,,0.0,0.0
2009-05-18,,,,0.0,0.0
2009-05-19,,,,0.0,0.0
2009-05-20,,,,0.0,0.0
2009-05-21,,,,0.0,0.0
2009-05-22,,,,0.0,0.0
2009-05-26,,,,0.0,0.0
2009-05-27,,,,0.0,0.0
2009-05-28,,,,0.0,0.0
2009-05-29,,,,0.0,0.0
2009-06-01,3.0,Commodity strength / inflation-like,Equal Weight,0.055701565910750664,0.61575484986607
2009-06-02,,,,0.0,0.0
2009-06-03,,,,0.0,0.0
2009-06-04,,,,0.0,0.0
2009-06-05,,,,0.0,0.0
2009-06-08,,,,0.0,0.0
2009-06-09,,,,0.0,0.0
2009-06-10,,,,0.0,0.0
2009-06-11,,,,0.0,0.0
2009-06-12,,,,0.0,0.0
2009-06-15,,,,0.0,0.0
2009-06-16,,,,0.0,0.0
2009-06-17,,,,0.0,0.0
2009-06-18,,,,0.0,0.0
2009-06-19,,,,0.0,0.0
2009-06-22,,,,0.0,0.0
2009-06-23,,,,0.0,0.0
2009-06-24,,,,0.0,0.0
2009-06-25,,,,0.0,0.0
2009-06-26,,,,0.0,0.0
2009-06-29,,,,0.0,0.0
2009-06-30,,,,0.0,0.0
2009-07-01,3.0,Commodity strength / inflation-like,Equal Weight,0.01978464061245626,0.21655446291803299
2009-07-02,,,,0.0,0.0
2009-07-06,,,,0.0,0.0
2009-07-07,,,,0.0,0.0
2009-07-08,,,,0.0,0.0
2009-07-09,,,,0.0,0.0
2009-07-10,,,,0.0,0.0
2009-07-13,,,,0.0,0.0
2009-07-14,,,,0.0,0.0
2009-07-15,,,,0.0,0.0
2009-07-16,,,,0.0,0.0
2009-07-17,,,,0.0,0.0
2009-07-20,,,,0.0,0.0
2009-07-21,,,,0.0,0.0
2009-07-22,,,,0.0,0.0
2009-07-23,,,,0.0,0.0
2009-07-24,,,,0.0,0.0
2009-07-27,,,,0.0,0.0
2009-07-28,,,,0.0,0.0
2009-07-29,,,,0.0,0.0
2009-07-30,,,,0.0,0.0
2009-07-31,,,,0.0,0.0
2009-08-03,3.0,Commodity strength / inflation-like,Equal Weight,0.03646410232574926,0.42407420848716965
2009-08-04,,,,0.0,0.0
2009-08-05,,,,0.0,0.0
2009-08-06,,,,0.0,0.0
2009-08-07,,,,0.0,0.0
2009-08-10,,,,0.0,0.0
2009-08-11,,,,0.0,0.0
2009-08-12,,,,0.0,0.0
2009-08-13,,,,0.0,0.0
2009-08-14,,,,0.0,0.0
2009-08-17,,,,0.0,0.0
2009-08-18,,,,0.0,0.0
2009-08-19,,,,0.0,0.0
2009-08-20,,,,0.0,0.0
2009-08-21,,,,0.0,0.0
2009-08-24,,,,0.0,0.0
2009-08-25,,,,0.0,0.0
2009-08-26,,,,0.0,0.0
2009-08-27,,,,0.0,0.0
2009-08-28,,,,0.0,0.0
2009-08-31,,,,0.0,0.0
2009-09-01,0.0,Equity growth / risk-on,60/40,1.6009113040518579,19.076170252084008
2009-09-02,,,,0.0,0.0
2009-09-03,,,,0.0,0.0
2009-09-04,,,,0.0,0.0
2009-09-08,,,,0.0,0.0
2009-09-09,,,,0.0,0.0
2009-09-10,,,,0.0,0.0
2009-09-11,,,,0.0,0.0
2009-09-14,,,,0.0,0.0
2009-09-15,,,,0.0,0.0
2009-09-16,,,,0.0,0.0
2009-09-17,,,,0.0,0.0
2009-09-18,,,,0.0,0.0
2009-09-21,,,,0.0,0.0
2009-09-22,,,,0.0,0.0
2009-09-23,,,,0.0,0.0
2009-09-24,,,,0.0,0.0
2009-09-25,,,,0.0,0.0
2009-09-28,,,,0.0,0.0
2009-09-29,,,,0.0,0.0
2009-09-30,,,,0.0,0.0
2009-10-01,0.0,Equity growth / risk-on,60/40,0.011330314375121497,0.13826775913734068
2009-10-02,,,,0.0,0.0
2009-10-05,,,,0.0,0.0
2009-10-06,,,,0.0,0.0
2009-10-07,,,,0.0,0.0
2009-10-08,,,,0.0,0.0
2009-10-09,,,,0.0,0.0
2009-10-12,,,,0.0,0.0
2009-10-13,,,,0.0,0.0
2009-10-14,,,,0.0,0.0
2009-10-15,,,,0.0,0.0
2009-10-16,,,,0.0,0.0
2009-10-19,,,,0.0,0.0
2009-10-20,,,,0.0,0.0
2009-10-21,,,,0.0,0.0
2009-10-22,,,,0.0,0.0
2009-10-23,,,,0.0,0.0
2009-10-26,,,,0.0,0.0
2009-10-27,,,,0.0,0.0
2009-10-28,,,,0.0,0.0
2009-10-29,,,,0.0,0.0
2009-10-30,,,,0.0,0.0
2009-11-02,0.0,Equity growth / risk-on,60/40,0.008670434915200032,0.10452822819622422
2009-11-03,,,,0.0,0.0
2009-11-04,,,,0.0,0.0
2009-11-05,,,,0.0,0.0
2009-11-06,,,,0.0,0.0
2009-11-09,,,,0.0,0.0
2009-11-10,,,,0.0,0.0
2009-11-11,,,,0.0,0.0
2009-11-12,,,,0.0,0.0
2009-11-13,,,,0.0,0.0
2009-11-16,,,,0.0,0.0
2009-11-17,,,,0.0,0.0
2009-11-18,,,,0.0,0.0
2009-11-19,,,,0.0,0.0
2009-11-20,,,,0.0,0.0
2009-11-23,,,,0.0,0.0
2009-11-24,,,,0.0,0.0
2009-11-25,,,,0.0,0.0
2009-11-27,,,,0.0,0.0
2009-11-30,,,,0.0,0.0
2009-12-01,0.0,Equity growth / risk-on,60/40,0.019032024370729594,0.2397749225492273
2009-12-02,,,,0.0,0.0
2009-12-03,,,,0.0,0.0
2009-12-04,,,,0.0,0.0
2009-12-07,,,,0.0,0.0
2009-12-08,,,,0.0,0.0
2009-12-09,,,,0.0,0.0
2009-12-10,,,,0.0,0.0
2009-12-11,,,,0.0,0.0
2009-12-14,,,,0.0,0.0
2009-12-15,,,,0.0,0.0
2009-12-16,,,,0.0,0.0
2009-12-17,,,,0.0,0.0
2009-12-18,,,,0.0,0.0
2009-12-21,,,,0.0,0.0
2009-12-22,,,,0.0,0.0
2009-12-23,,,,0.0,0.0
2009-12-24,,,,0.0,0.0
2009-12-28,,,,0.0,0.0
2009-12-29,,,,0.0,0.0
2009-12-30,,,,0.0,0.0
2009-12-31,,,,0.0,0.0
